"ensembl_gene_id","chromosome_name","start_position","end_position","Gene.ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene.Name"
"ENSG00000000003","chrX",100627108,100639991,"ENSG00000000003",568.531550311784,-0.29035332536699,0.126143479994697,-2.30177037591794,0.0213481250098138,0.0596142743725075,"TSPAN6"
"ENSG00000000419","chr20",50934852,50959140,"ENSG00000000419",3024.93792328337,0.0891282205258998,0.0789213124864453,1.1293301862055,0.258758571475907,0.407675276664073,"DPM1"
"ENSG00000000457","chr1",169846981,169894267,"ENSG00000000457",65.7412409142479,0.304181981739836,0.312722916060849,0.972688492328618,0.330708146329514,0.486400859730475,"SCYL3"
"ENSG00000000460","chr1",169662007,169855456,"ENSG00000000460",404.369621561074,-0.25642206667729,0.147214730288314,-1.74182343149424,0.0815393452866801,0.168878329763374,"C1orf112"
"ENSG00000001036","chr6",143493961,143511842,"ENSG00000001036",2665.73117535412,-0.048142844582451,0.0970108791372213,-0.496262326561882,0.619709342500895,0.747443607803863,"FUCA2"
"ENSG00000001084","chr6",53497341,53616970,"ENSG00000001084",2025.65060572362,-0.607959677583785,0.121526350686446,-5.0026983789911,5.65333571263632e-07,5.63907587479321e-06,"GCLC"
"ENSG00000001167","chr6",41072946,41102403,"ENSG00000001167",1042.36797493469,-0.156735405048011,0.124606572056614,-1.25784220255092,0.208448829647431,0.347291954695278,"NFYA"
"ENSG00000001460","chr1",24355886,24416934,"ENSG00000001460",118.525926859477,9.99199458048077,1.20428903990135,8.29700698870368,1.06767100155895e-16,4.16833720003541e-15,"STPG1"
"ENSG00000001461","chr1",24413527,24476735,"ENSG00000001461",518.970131357021,1.37898587981837,0.144088327113001,9.57042050142549,1.06471737472461e-21,6.55898004861761e-20,"NIPAL3"
"ENSG00000001497","chrX",65438549,65534818,"ENSG00000001497",813.215469032138,0.255222905892399,0.101876371835164,2.50522178297977,0.0122374631916837,0.0376742996652061,"LAS1L"
"ENSG00000001561","chr6",46129964,46146699,"ENSG00000001561",537.866861327597,-0.315004289313257,0.204917678707923,-1.53722358802554,0.124238565934423,0.234479605542534,"ENPP4"
"ENSG00000001617","chr3",50155012,50189075,"ENSG00000001617",61.0675012875821,2.94987926441251,0.459232457984741,6.4234990648473,1.33176963193407e-10,2.49635533912535e-09,"SEMA3F"
"ENSG00000001629","chr7",92245973,92402070,"ENSG00000001629",1286.06581767536,-0.49833001638227,0.153588908698111,-3.24457033132366,0.00117627965273183,0.00521896933146562,"ANKIB1"
"ENSG00000001631","chr7",92197498,92246166,"ENSG00000001631",17.9354445418188,-0.451079530284619,0.712224006807501,-0.633339407227445,0.526512024503011,0.673748529058708,"KRIT1"
"ENSG00000002016","chr12",910870,990053,"ENSG00000002016",110.970985002128,-0.26000593987782,0.247452705522758,-1.05072983271103,0.293382690307276,0.447168767931978,"RAD52"
"ENSG00000002330","chr11",64269828,64291946,"ENSG00000002330",1089.71537702092,1.1370368850021,0.117867919751036,9.64670359334221,5.07612356980697e-22,3.25802088179391e-20,"BAD"
"ENSG00000002549","chr4",17577198,17607975,"ENSG00000002549",1771.06856079235,0.335360809007166,0.090954898588859,3.68711102106868,0.000226814418846649,0.0012205961196844,"LAP3"
"ENSG00000002586","chrX",2690988,2741312,"ENSG00000002586",2361.82526371823,0.63726916686975,0.0980505451925724,6.49939442578463,8.06439717606776e-11,1.56426336995909e-09,"CD99"
"ENSG00000002587","chr4",11393150,11429564,"ENSG00000002587",3.14080907281558,3.6205519108767,1.7734281254396,2.04155548169128,0.0411956450899297,NA,"HS3ST1"
"ENSG00000002746","chr7",43112629,43566001,"ENSG00000002746",4.06917768790062,0.0870031521030318,1.07197232961698,0.0811617517535346,0.935313316807644,NA,"HECW1"
"ENSG00000002834","chr17",38869185,38921771,"ENSG00000002834",6495.74372744218,0.562042638925462,0.125212633671214,4.48870551194765,7.16572744255136e-06,5.65644898378861e-05,"LASP1"
"ENSG00000002919","chr17",48103357,48123601,"ENSG00000002919",186.147813381351,0.539501132068801,0.236845953025299,2.27785666243228,0.0227351190620846,0.0626588258881957,"SNX11"
"ENSG00000003056","chr12",8940358,8951856,"ENSG00000003056",1130.04747524577,0.056703867741482,0.14841752552092,0.382056415119854,0.70241951960257,0.809681324946676,"M6PR"
"ENSG00000003096","chrX",117897794,118117340,"ENSG00000003096",7.04824018428106,-0.396521980623015,1.0003406791923,-0.396386939840512,0.691819599242996,0.801911541898628,"KLHL13"
"ENSG00000003147","chr7",8113181,8262687,"ENSG00000003147",3.67005946683599,-0.479460515069276,1.30297904072403,-0.367972546053276,0.712893705238643,NA,"ICA1"
"ENSG00000003249","chr16",90004871,90019890,"ENSG00000003249",161.37985603042,0.0463205413981253,0.278929368335112,0.166065487024926,0.86810541434493,0.922352597889972,"DBNDD1"
"ENSG00000003393","chr2",201700267,201782112,"ENSG00000003393",400.615664160831,-0.0592047499512322,0.135568026790569,-0.436716173812088,0.662317198128878,0.780106315513251,"ALS2"
"ENSG00000003400","chr2",201182693,201229428,"ENSG00000003400",33.8602638327802,-0.627810430383882,0.519499799543768,-1.20849022643557,0.226858752937521,0.369527166125573,"CASP10"
"ENSG00000003402","chr2",201116154,201176687,"ENSG00000003402",543.581341186646,0.657161037049464,0.202429768529637,3.2463656003897,0.00116888624352171,0.00518992265821538,"CFLAR"
